"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Perishers","Kate","F","35","Harrell","234.16118","paid","Lansing-East Lansing, MI","633","Pills (Live)","97"
"Train","Layla","F","9","Griffin","239.93424","paid","Lake Havasu City-Kingman, AZ","407","Meet Virginia","24"
"Barry Manilow","Matthew","M","33","Jones","187.48036","paid","Janesville-Beloit, WI","461","Can't Smile Without You","36"
"Mary MacGregor","Matthew","M","34","Jones","218.20036","paid","Janesville-Beloit, WI","461","Torn Between Two Lovers","36"
"Alex Gaudino Feat. Shena","Layla","F","15","Griffin","174.70649","paid","Lake Havasu City-Kingman, AZ","407","Watch Out","24"
"Passion Pit","Layla","F","16","Griffin","174.75873","paid","Lake Havasu City-Kingman, AZ","407","Sleepyhead","24"
"The Academy Is...","Matthew","M","35","Jones","248.45016","paid","Janesville-Beloit, WI","461","Every Burden Has A Version (Bonus Track)","36"
"No Te Va Gustar","Layla","F","17","Griffin","263.36608","paid","Lake Havasu City-Kingman, AZ","407","Al VacÃÂ­o","24"
"Jadakiss","Matthew","M","36","Jones","192.13016","paid","Janesville-Beloit, WI","461","Kiss Of Death","36"
"Coldplay","Layla","F","18","Griffin","268.30322","paid","Lake Havasu City-Kingman, AZ","407","Yellow","24"
"Markus KrunegÃÂ¥rd","Matthew","M","37","Jones","185.5473","paid","Janesville-Beloit, WI","461","Genom tunna tyger","36"
"Expensive Soul","Matthew","M","38","Jones","242.78159","paid","Janesville-Beloit, WI","461","ÃÂ Aqui Que Se Passa Tudo","36"
"Billy Squier","Layla","F","19","Griffin","282.04363","paid","Lake Havasu City-Kingman, AZ","407","Lonely Is The Night","24"
"Eminem","Matthew","M","39","Jones","268.5122","paid","Janesville-Beloit, WI","461","My Name Is","36"
"Bright Eyes","Layla","F","20","Griffin","190.11873","paid","Lake Havasu City-Kingman, AZ","407","Drunk Kid Catholic","24"
"The New Pornographers","Matthew","M","40","Jones","272.71791","paid","Janesville-Beloit, WI","461","Go Places","36"
"Craig David","Layla","F","21","Griffin","255.60771","paid","Lake Havasu City-Kingman, AZ","407","Fast Cars","24"
"The Strokes","Matthew","M","41","Jones","278.64771","paid","Janesville-Beloit, WI","461","On The Other Side","36"
"Andrew Bird","Layla","F","22","Griffin","305.81506","paid","Lake Havasu City-Kingman, AZ","407","How You Gonna Keep 'Em Down On The Farm","24"
"Against Me!","Chloe","F","0","Cuevas","160.67873","paid","San Francisco-Oakland-Hayward, CA","648","Sink_ Florida_ Sink","49"
"Melendi","Matthew","M","42","Jones","218.22649","paid","Janesville-Beloit, WI","461","Quiero Ser Feliz","36"
"Belanova","Layla","F","23","Griffin","205.50485","paid","Lake Havasu City-Kingman, AZ","407","Escena Final","24"
"Xavier Rudd","Chloe","F","1","Cuevas","252.00281","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Be","49"
"Eric Church","Matthew","M","43","Jones","190.64118","paid","Janesville-Beloit, WI","461","Guys Like Me","36"
"Tub Ring","Chloe","F","2","Cuevas","233.69098","paid","San Francisco-Oakland-Hayward, CA","648","Invalid","49"
"Alison Limerick","Matthew","M","44","Jones","416.02567","paid","Janesville-Beloit, WI","461","Where Love Lives (Come On In)","36"
"Godsmack","Chloe","F","3","Cuevas","543.52934","paid","San Francisco-Oakland-Hayward, CA","648","Voodoo","49"
"Erin McKeown","Matthew","M","45","Jones","180.1922","paid","Janesville-Beloit, WI","461","La Petite Mort","36"
"El-P","Matthew","M","46","Jones","289.33179","paid","Janesville-Beloit, WI","461","Poisenville Kids No Wins","36"
"Race Horses","Chloe","F","4","Cuevas","120.73751","paid","San Francisco-Oakland-Hayward, CA","648","No Man's Land","49"
"Juanes","Chloe","F","5","Cuevas","207.20281","paid","San Francisco-Oakland-Hayward, CA","648","Rosario Tijeras","49"
"Coldplay","Matthew","M","47","Jones","200.93342","paid","Janesville-Beloit, WI","461","Cemeteries Of London","36"
"Naast","Chloe","F","6","Cuevas","175.85587","paid","San Francisco-Oakland-Hayward, CA","648","Coeur De Glace","49"
"Nickelback","Matthew","M","48","Jones","238.18404","paid","Janesville-Beloit, WI","461","Far Away (Album Version)","36"
"Cartola","Matthew","M","49","Jones","127.242","paid","Janesville-Beloit, WI","461","Tive Sim","36"
"Cascada","Matthew","M","50","Jones","302.91546","paid","Janesville-Beloit, WI","461","Truly_ Madly_ Deeply","36"
"Rihanna","Jayden","M","0","Fox","208.40444","free","New Orleans-Metairie, LA","665","Te Amo","101"
"Martin O'Donnell And Michael Salvatori","Matthew","M","51","Jones","185.80853","paid","Janesville-Beloit, WI","461","Reclaimer","36"
"Lulu","Matthew","M","52","Jones","131.60444","paid","Janesville-Beloit, WI","461","Where Did You Come From (2002 Digital Remaster)","36"
"Shinedown","Matthew","M","53","Jones","191.05914","paid","Janesville-Beloit, WI","461","Cyanide Sweet Tooth Suicide (Album Version)","36"
"Cage The Elephant","Matthew","M","54","Jones","147.59138","paid","Janesville-Beloit, WI","461","Drones In The Valley","36"
"Interpol","Matthew","M","55","Jones","299.72853","paid","Janesville-Beloit, WI","461","Rest My Chemistry","36"
"Passenger 10","Chloe","F","8","Cuevas","392.75057","paid","San Francisco-Oakland-Hayward, CA","648","Passenger 10","49"
"Relient K","Chloe","F","9","Cuevas","189.04771","paid","San Francisco-Oakland-Hayward, CA","648","I Celebrate The Day (Digital Single)","49"
"Fonseca","Chloe","F","10","Cuevas","228.57098","paid","San Francisco-Oakland-Hayward, CA","648","Te Mando Flores","49"
"Hinder","Chloe","F","11","Cuevas","262.05995","paid","San Francisco-Oakland-Hayward, CA","648","Lips Of An Angel","49"
"Radney Foster","Kaylee","F","0","Summers","288.96608","free","Phoenix-Mesa-Scottsdale, AZ","661","Sweet And Wild","8"
"Tenacious D","Chloe","F","12","Cuevas","37.0673","paid","San Francisco-Oakland-Hayward, CA","648","Destiny","49"
"David Banner / Lil' Flip","Chloe","F","13","Cuevas","258.06322","paid","San Francisco-Oakland-Hayward, CA","648","Like A Pimp","49"
"Battles","Kaylee","F","1","Summers","118.85669","free","Phoenix-Mesa-Scottsdale, AZ","661","Snare Hangar","8"
"Carla Bruni","Chloe","F","14","Cuevas","163.02975","paid","San Francisco-Oakland-Hayward, CA","648","Quelqu'un M'a Dit (Album Version)","49"
"Hootie And The Blowfish","Chloe","F","15","Cuevas","194.58567","paid","San Francisco-Oakland-Hayward, CA","648","I Go Blind (LP Version)","49"
"La Polla Records","Chloe","F","16","Cuevas","69.98159","paid","San Francisco-Oakland-Hayward, CA","648","Lucky Man For You","49"
"Phish","Chloe","F","17","Cuevas","319.29424","paid","San Francisco-Oakland-Hayward, CA","648","Prince Caspian","49"
"Eminem / Nate Dogg","Chloe","F","18","Cuevas","297.9522","paid","San Francisco-Oakland-Hayward, CA","648","'Till I Collapse","49"
"Rise Against","Chloe","F","19","Cuevas","167.65342","paid","San Francisco-Oakland-Hayward, CA","648","But Tonight We Dance","49"
"Jimmy Eat World","Chloe","F","20","Cuevas","166.00771","paid","San Francisco-Oakland-Hayward, CA","648","The Middle","49"
"Josh Rouse","Chloe","F","21","Cuevas","264.25424","paid","San Francisco-Oakland-Hayward, CA","648","Street Lights","49"
"The Prodigy","Chloe","F","22","Cuevas","308.4273","paid","San Francisco-Oakland-Hayward, CA","648","Spitfire (Album Version)","49"
"Timbaland / Keri Hilson / D.O.E.","Chloe","F","23","Cuevas","179.25179","paid","San Francisco-Oakland-Hayward, CA","648","The Way I Are","49"
"Yann Tiersen","Chloe","F","24","Cuevas","55.69261","paid","San Francisco-Oakland-Hayward, CA","648","IV","49"
"Carolina Chocolate Drops","Chloe","F","25","Cuevas","147.46077","paid","San Francisco-Oakland-Hayward, CA","648","Cindy Gal (Album Version)","49"
"Mpiri","Chloe","F","26","Cuevas","269.92281","paid","San Francisco-Oakland-Hayward, CA","648","EG GLEÃÂIST SO HVÃÂRT JÃÂLAKVÃÂLD","49"
"Hollywood Undead","Chloe","F","27","Cuevas","174.2624","paid","San Francisco-Oakland-Hayward, CA","648","Dove And Grenade","49"
"Eminem","Chloe","F","28","Cuevas","248.58077","paid","San Francisco-Oakland-Hayward, CA","648","Just Lose It","49"
"Pearl Jam","Chloe","F","29","Cuevas","179.33016","paid","San Francisco-Oakland-Hayward, CA","648","Let Me Sleep (It's Christmas Time)","49"
"Limp Bizkit","Chloe","F","34","Cuevas","214.5171","paid","San Francisco-Oakland-Hayward, CA","648","Rollin' (Air Raid Vehicle)","49"
"Calogero","Chloe","F","35","Cuevas","264.202","paid","San Francisco-Oakland-Hayward, CA","648","Aussi Libre Que Moi","49"
"HELLYEAH","Chloe","F","36","Cuevas","58.95791","paid","San Francisco-Oakland-Hayward, CA","648","In the Mood","49"
"K'Naan","Chloe","F","37","Cuevas","220.49914","paid","San Francisco-Oakland-Hayward, CA","648","Wavin'  Flag","49"
"Cameo","Sylvie","F","0","Cruz","211.98322","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","577","Word Up!","10"
"Beastie Boys","Chloe","F","38","Cuevas","172.22485","paid","San Francisco-Oakland-Hayward, CA","648","The Maestro","49"
"TrentemÃÂ¸ller","Chloe","F","39","Cuevas","247.562","paid","San Francisco-Oakland-Hayward, CA","648","Miss You","49"
"Eagle Seagull","Chloe","F","40","Cuevas","242.6771","paid","San Francisco-Oakland-Hayward, CA","648","You Can't Call Yourself A Secret","49"
"Luke Bryan","Chloe","F","41","Cuevas","175.17669","paid","San Francisco-Oakland-Hayward, CA","648","Rain Is A Good Thing","49"
"Steve Ouimette","Chloe","F","42","Cuevas","375.06567","paid","San Francisco-Oakland-Hayward, CA","648","The Devil Went Down To Georgia","49"
"Jill Scott","Chloe","F","43","Cuevas","231.52281","paid","San Francisco-Oakland-Hayward, CA","648","Golden","49"
"Edward Sharpe & The Magnetic Zeros","Chloe","F","44","Cuevas","306.31138","paid","San Francisco-Oakland-Hayward, CA","648","Home","49"
"Muse","Chloe","F","45","Cuevas","346.69669","paid","San Francisco-Oakland-Hayward, CA","648","Resistance","49"
"Usher featuring will.i.am","Chloe","F","46","Cuevas","395.72853","paid","San Francisco-Oakland-Hayward, CA","648","OMG","49"
"Nine Inch Nails","Chloe","F","47","Cuevas","254.71955","paid","San Francisco-Oakland-Hayward, CA","648","Gave Up","49"
"Franz Ferdinand","Chloe","F","48","Cuevas","254.79791","paid","San Francisco-Oakland-Hayward, CA","648","This Fire","49"
"America","Chloe","F","49","Cuevas","223.97342","paid","San Francisco-Oakland-Hayward, CA","648","Tin Man (Live)","49"
"Built To Spill","Chloe","F","51","Cuevas","357.642","paid","San Francisco-Oakland-Hayward, CA","648","Some (Album)","49"
"Gorillaz","Chloe","F","52","Cuevas","196.91057","paid","San Francisco-Oakland-Hayward, CA","648","Broken","49"
"N.E.R.D. FEATURING MALICE","Jayden","M","0","Fox","288.9922","free","New Orleans-Metairie, LA","184","Am I High (Feat. Malice)","101"
"Death Cab for Cutie","Stefany","F","1","White","216.42404","free","Lubbock, TX","82","A Lack Of Color (Album Version)","83"
"Tracy Gang Pussy","Stefany","F","2","White","221.33506","free","Lubbock, TX","82","I Have A Wish","83"
"Skillet","Kevin","M","0","Arellano","178.02404","free","Harrisburg-Carlisle, PA","153","Monster (Album Version)","66"
"Dance Gavin Dance","Marina","F","0","Sutton","218.46159","free","Salinas, CA","47","Uneasy Hearts Weigh The Most","48"
"Dalto","Aiden","M","1","Hess","190.40608","free","La Crosse-Onalaska, WI-MN","170","Falta Te Dizer","86"
"Kanye West","Makinley","F","0","Jones","278.88281","free","Chicago-Naperville-Elgin, IL-IN-WI","118","Family Business","17"
"Jason Mraz & Colbie Caillat","Kevin","M","0","Arellano","189.6224","free","Harrisburg-Carlisle, PA","187","Lucky (Album Version)","66"
"Liz Callaway","Lily","F","0","Koch","175.43791","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Journey To The Past  (LP Version)","15"
"The Decemberists","Lily","F","1","Koch","242.59873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything I Try to Do_ Nothing Seems to Turn Out Right","15"
"Christina Aguilera","Lily","F","2","Koch","254.48444","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Impossible","15"
"OneRepublic","Lily","F","3","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Secrets","15"
"Cat Stevens","Kynnedi","F","1","Sanchez","200.202","free","Cedar Rapids, IA","88","Wild World","89"
"Brett Dennen","Lily","F","4","Koch","179.66975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","World Keeps Turning","15"
"Godsmack","Lily","F","5","Koch","208.24771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Greed","15"
"Anis","Lily","F","6","Koch","246.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Swing Javanaise","15"
"Tiziano Ferro","Lily","F","7","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ed Ero Contentissimo","15"
"Kylie Auldist","Lily","F","8","Koch","265.92608","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ship Inside A Bottle","15"
"Benga","Lily","F","9","Koch","286.17098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Cut","15"
"T. Rex","Lily","F","10","Koch","132.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ride A White Swan","15"
"Mexican Institute of Sound","Lily","F","11","Koch","278.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mirando a Las Muchachas","15"
"Velour 100","Lily","F","12","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Clouds (Of Color Bright Album Version)","15"
"Maria de Barros","Lily","F","13","Koch","276.29669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Riberonzinha","15"
"Toby Keith","Lily","F","14","Koch","177.162","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Big Blue Note","15"
"Marques Houston","Lily","F","15","Koch","264.98567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Naked","15"
"Commit Suicide","Lily","F","16","Koch","105.482","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","In All This Revelation","15"
"Smile Empty Soul","Lily","F","17","Koch","218.61832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Bottom of a Bottle (Explicit Album Version)","15"
"Amy Winehouse","Lily","F","18","Koch","221.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Wake Up Alone","15"
"Eyehategod","Lily","F","19","Koch","155.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sisterfucker (part Ii)","15"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Lily","F","20","Koch","319.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Dekh Le","15"
"Blondie","Lily","F","21","Koch","127.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little Girl Lies (2001 Digital Remaster)","15"
"She & Him","Lily","F","23","Koch","167.83628","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Got Me","15"
"The Black Keys","Lily","F","24","Koch","294.76526","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Lengths","15"
"Survivor","Lily","F","25","Koch","245.36771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Eye Of The Tiger","15"
"Conya Doss","Lily","F","26","Koch","317.98812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Miss You","15"
"Disney Studio Chorus","Lily","F","28","Koch","234.84036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little April Shower","15"
"Dirty Projectors","Lily","F","29","Koch","319.63383","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Stillness Is The Move","15"
"Boom Bip","Lily","F","30","Koch","330.16118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","From Left To Right","15"
"Avantasia","Lily","F","31","Koch","368.97914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Shelter From The Rain","15"
"Amon Amarth","Lily","F","32","Koch","312.29342","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","North Sea Storm (Live)","15"
"Young Money featuring Lloyd","Lily","F","33","Koch","196.33587","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","BedRock (Radio Edit) (feat.Lloyd)","15"
"Breakbeat Era","Lily","F","34","Koch","326.32118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Anti-Everything","15"
"Local Natives","Lily","F","35","Koch","237.92281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Airplanes","15"
"Gabriella Cilmi","Lily","F","36","Koch","207.38567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Awkward Game","15"
"Minus The Bear","Tegan","F","1","Levine","219.76771","free","Portland-South Portland, ME","165","Knights","80"
"Calle 13 Featuring CafÃÂ© Tacuba","Lily","F","37","Koch","293.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","No Hay Nadie Como TÃÂº","15"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
"Dragonette","Lily","F","38","Koch","246.49098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Fixin to Thrill","15"
"Pennywise","Mohammad","M","0","Rodriguez","188.26404","free","Sacramento--Roseville--Arden-Arcade, CA","87","The Western World","88"
"Kanye West","Aleena","F","2","Kirby","238.52363","paid","Waterloo-Cedar Falls, IA","157","Flashing Lights","44"
"Flash And The Pan","Lily","F","39","Koch","224.65261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Waiting for a Train [Single Mix]","15"
"Washed Out","Tegan","F","3","Levine","168.6722","free","Portland-South Portland, ME","165","New Theory","80"
"Katy Perry","Aleena","F","3","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","157","I Kissed A Girl","44"
"AFI","Lily","F","40","Koch","198.97424","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Miss Murder","15"
"Drake / Kanye West / Lil Wayne / Eminem","Aleena","F","4","Kirby","357.66812","paid","Waterloo-Cedar Falls, IA","157","Forever","44"
"The Crests","Lily","F","41","Koch","182.88281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","16 Candles","15"
"Nirvana","Lily","F","42","Koch","219.08853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Come As You Are","15"
"Knights Of The Abyss","Aleena","F","5","Kirby","205.66159","paid","Waterloo-Cedar Falls, IA","157","Dragon Pie","44"
"Binary Star","Lily","F","43","Koch","300.19873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Honest Expression","15"
"Nada Surf","Aleena","F","6","Kirby","181.08036","paid","Waterloo-Cedar Falls, IA","157","Whose Authority","44"
"Blank & Jones","Aleena","F","7","Kirby","310.15138","paid","Waterloo-Cedar Falls, IA","157","Beyond Time (Ambient Mix)","44"
"Carnifex","Lily","F","44","Koch","219.89832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","By Darkness Enslaved","15"
"Bono / Secret Machines","Lily","F","45","Koch","285.43955","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Am The Walrus","15"
"Broadcast 2000","Aleena","F","8","Kirby","198.84363","paid","Waterloo-Cedar Falls, IA","157","The View","44"
"Pixies","Aleena","F","9","Kirby","229.3024","paid","Waterloo-Cedar Falls, IA","157","Where Is My Mind?","44"
"Kings Of Leon","Lily","F","46","Koch","242.99057","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Holy Roller Novocaine","15"
"Arctic Monkeys","Aleena","F","10","Kirby","221.85751","paid","Waterloo-Cedar Falls, IA","157","You Know I'm No Good","44"
"Alliance Ethnik","Lily","F","47","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","ReprÃÂ©sente","15"
"Apocalyptica","Chloe","F","0","Cuevas","409.86077","free","San Francisco-Oakland-Hayward, CA","179","Coma","49"
"Big Tymers","Aleena","F","11","Kirby","256.15628","paid","Waterloo-Cedar Falls, IA","157","Lil Mama","44"
"Pat Green","Lily","F","48","Koch","295.33995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Whiskey","15"
"Daughtry","Aleena","F","12","Kirby","249.91302","paid","Waterloo-Cedar Falls, IA","157","No Surprise","44"
"Air","Chloe","F","1","Cuevas","212.21832","free","San Francisco-Oakland-Hayward, CA","179","Playground Love","49"
"Sam Cooke","Lily","F","49","Koch","122.04363","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ain't Misbehavin","15"
"Live","Aleena","F","13","Kirby","203.28444","paid","Waterloo-Cedar Falls, IA","157","Deep Enough","44"
"Everclear","Lily","F","50","Koch","222.61506","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Summerland","15"
"Alison Krauss / Union Station","Aleena","F","14","Kirby","129.67138","paid","Waterloo-Cedar Falls, IA","157","Down To The River To Pray","44"
"The All-American Rejects","Lily","F","51","Koch","239.22893","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Move Along","15"
"Covenant","Aleena","F","15","Kirby","300.19873","paid","Waterloo-Cedar Falls, IA","157","XRDS","44"
"You Me At Six","Aiden","M","0","Hess","191.13751","free","La Crosse-Onalaska, WI-MN","189","Liquid Confidence","86"
"Motion City Soundtrack","Lily","F","52","Koch","206.34077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything Is Alright (Album Version)","15"
"FM Static","Lily","F","53","Koch","169.84771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Something To Believe In","15"
"Dave Gahan","Lily","F","54","Koch","272.92689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Kingdom","15"
"Metallica","Lily","F","55","Koch","319.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mama Said","15"
"Dr. Hook","Lily","F","56","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sylvia's Mother","15"
"Gotan Project","Lily","F","57","Koch","321.30567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Diferente","15"
"Carrie Underwood","Lily","F","58","Koch","221.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Play On","15"
"Ut","Lily","F","59","Koch","313.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I.D.","15"
"Lil Wayne / Eminem","Lily","F","60","Koch","229.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Drop The World","15"
"Damage","Lily","F","61","Koch","263.18322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","For Your Pleasure","15"
"Rionegro / SolimÃÂµes","Lily","F","62","Koch","280.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","De SÃÂ£o Paulo ÃÂ BelÃÂ©m","15"
"Drive-By Truckers","Lily","F","63","Koch","246.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Outfit","15"
"Tweet","Lily","F","64","Koch","256.39138","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Smoking Cigarettes (LP Version)","15"
"Ben Folds Five","Lily","F","65","Koch","207.882","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Steven's Last Night In Town","15"
"Glen Hansard","Lily","F","66","Koch","239.59465","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Lies","15"
"Chevelle","Adler","M","0","Barrera","389.85098","free","New York-Newark-Jersey City, NY-NJ-PA","174","Dos (LP Version)","100"
"Bill Withers","Lily","F","67","Koch","383.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Make Love To Your Mind","15"
"Jorge Drexler","Adler","M","1","Barrera","272.14322","free","New York-Newark-Jersey City, NY-NJ-PA","174","Salvapantallas","100"
"Michael Bolton","Lily","F","68","Koch","255.65995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","How Am I Supposed To Live Without You","15"
"The Mercury Program","Adler","M","2","Barrera","449.12281","free","New York-Newark-Jersey City, NY-NJ-PA","174","Marianas","100"
"Duran Duran","Lily","F","69","Koch","321.88036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Seventh Stranger","15"
"Little Boots","Lily","F","70","Koch","195.94404","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Meddle","15"
"Johnossi","Lily","F","71","Koch","174.2624","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Glory Days To Come","15"
"BjÃÂ¶rk","Lily","F","72","Koch","348.57751","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Undo","15"
"Black Eyed Peas","Lily","F","73","Koch","226.37669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Hey Mama","15"
"DecembeRadio","Lily","F","74","Koch","249.62567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Find You Waiting","15"
"Bonobo","Lily","F","75","Koch","270.41914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","1009","15"
"Five Iron Frenzy","Tegan","F","1","Levine","236.09424","free","Portland-South Portland, ME","194","Canada","80"
"Morcheeba","Tegan","F","2","Levine","347.71546","free","Portland-South Portland, ME","194","The Sea","80"
"The Avett Brothers","Tegan","F","3","Levine","307.9571","free","Portland-South Portland, ME","194","All My Mistakes (US4BW0700133)","80"
"Dave Darell","Aiden","M","0","Hess","217.33832","free","La Crosse-Onalaska, WI-MN","197","Children","86"
"Priestess","Ryan","M","1","Smith","190.45832","free","San Jose-Sunnyvale-Santa Clara, CA","183","Talk To Her","26"
"Arcade Fire","Ryan","M","2","Smith","169.19465","free","San Jose-Sunnyvale-Santa Clara, CA","183","I'm Sleeping In A Submarine","26"
"Daft Punk","Ryan","M","3","Smith","211.69587","free","San Jose-Sunnyvale-Santa Clara, CA","183","Crescendolls","26"
"Nickel Creek","Ryan","M","4","Smith","255.13751","free","San Jose-Sunnyvale-Santa Clara, CA","183","When In Rome","26"
"Squeeze","Ryan","M","5","Smith","229.56363","free","San Jose-Sunnyvale-Santa Clara, CA","183","Footprints","26"
"Creedence Clearwater Revival","Samuel","M","0","Gonzalez","175.80363","free","Houston-The Woodlands-Sugar Land, TX","60","Sweet Hitch-Hiker","61"
"Kierra Sheard","Samuel","M","1","Gonzalez","299.02322","free","Houston-The Woodlands-Sugar Land, TX","60","Love Like Crazy (Extended Mix)","61"
"Greg Laswell","Mohammad","M","1","Rodriguez","251.08853","free","Sacramento--Roseville--Arden-Arcade, CA","193","Comes And Goes ( In Waves )","88"
"Pavement","Mohammad","M","3","Rodriguez","99.16036","free","Sacramento--Roseville--Arden-Arcade, CA","193","Mercy:The Laundromat","88"
"Sixx A.M.","Mohammad","M","4","Rodriguez","280.58077","free","Sacramento--Roseville--Arden-Arcade, CA","193","Courtesy Call (Explicit)","88"
"Leonard Cohen","Mohammad","M","5","Rodriguez","267.67628","free","Sacramento--Roseville--Arden-Arcade, CA","193","I'm Your Man","88"
"The Tallest Man On Earth","Joseph","M","0","Gutierrez","203.62404","free","Columbia, SC","167","The Wild Hunt","75"
"My Chemical Romance","Joseph","M","1","Gutierrez","161.90649","free","Columbia, SC","167","Teenagers (Album Version)","75"
"Wendy Rene","Joseph","M","2","Gutierrez","182.46485","free","Columbia, SC","167","After Laughter (Comes Tears) (LP Version)","75"
"Jack Johnson / Paula Fuga","Joseph","M","3","Gutierrez","178.33751","free","Columbia, SC","167","Country Road","75"
"Tub Ring","Joseph","M","4","Gutierrez","233.69098","free","Columbia, SC","167","Invalid","75"
"No Doubt","Mohammad","M","0","Rodriguez","44.93016","free","Sacramento--Roseville--Arden-Arcade, CA","205","BND","88"
